"V1"	"V2"
"740"	-0.0705793	0.13458
"741"	-0.379082	-0.360915
"742"	-0.168282	-0.272413
"743"	-0.280707	0.493835
"744"	-0.105973	-0.194194
"745"	-0.408444	0.399766
"746"	-0.209322	-0.0914917
"747"	-0.585283	-0.177672
"748"	0.0690465	-0.16412
"749"	-0.361125	-0.233426
"750"	-0.265095	-0.208493
"751"	-0.107213	-0.035764
"752"	0.0942348	-0.149835
"753"	0.0173645	-0.307262
"754"	-0.356132	-0.0654883
"755"	-0.863202	-0.280535
"756"	-0.550768	-0.247878
"757"	-0.268489	0.00932886
"758"	-0.216772	-0.325452
"759"	-0.13021	-0.239312
"760"	-0.312422	-0.168688
"761"	-0.0934703	-0.322539
"762"	-0.415385	-0.560697
"763"	-0.244481	-0.552072
"764"	-0.275954	-0.237238
"765"	-0.23807	-0.0305369
"766"	-0.218559	-0.434438
"767"	-0.0696602	-0.292915
"768"	-0.275645	-0.0847599
"769"	-0.226444	-0.133671
"770"	-0.344297	-0.178265
"771"	-0.268347	-0.233374
"772"	-0.175775	-0.0933387
"773"	-0.0806274	-0.0300378
"774"	0.145609	-0.184285
"775"	-0.291439	-0.162731
"776"	-0.0559032	-0.125416
"777"	-0.373749	-0.0812361
"778"	-0.342957	-0.228614
"779"	-0.425984	-0.312234
"780"	0.112431	-0.262972
"781"	-0.246957	-0.133981
"782"	-0.288749	-0.202249
"783"	-0.30095	-0.163104
"784"	0.418655	-0.0396268
"785"	-0.104892	-0.687012
"786"	-0.145742	-0.167148
"787"	-0.59193	-0.210189
"788"	-0.149305	-0.277357
"789"	-0.328567	-0.280203
"790"	-0.0535534	-0.267043
"791"	-0.409511	-0.318724
"792"	0.217052	-0.0456876
"793"	-0.110314	-0.257856
"794"	-0.110698	-0.256673
"795"	-0.430317	-0.425471
"796"	-0.483613	-0.369324
"797"	-0.0127064	-0.294547
"798"	-0.345974	-0.170695
"799"	-0.55645	-0.329645
"800"	-0.13886	-0.18753
"801"	-0.331793	-0.129163
"802"	-0.131958	-0.224949
"803"	-0.393586	-0.343457
"804"	-0.373854	-0.207949
"805"	-0.595945	-0.762922
"806"	-0.32379	-0.171197
"807"	-0.271973	-0.362727
"808"	-0.426103	-0.0832327
"809"	-0.296914	-0.170236
"810"	-0.598131	-0.253957
"811"	-0.371313	-0.475191
"812"	-0.300607	-0.105121
"813"	-0.176571	-0.652639
"814"	-0.291258	-0.285301
"815"	-0.230466	-0.271316
"816"	-0.323945	-0.390134
"817"	-0.493457	-0.52982
"818"	-0.069132	-0.227658
"819"	-0.2944	-0.255817
"820"	-0.0915717	-0.196817
"821"	-0.362996	-0.531063
"822"	-0.16608	-0.626487
"823"	-0.609149	-0.152237
"824"	-0.384466	-0.15656
"825"	-0.116067	-0.206032
"826"	-0.333136	-0.250359
"827"	-0.384291	-0.460475
"828"	-0.539474	-0.213649
"829"	0.233173	-0.0826319
"830"	-0.323834	-0.138867
"831"	-0.240996	-0.631479
"832"	-0.00828869	-0.0206193
"833"	-0.3813	-0.36831
"834"	0.0757819	0.100599
"835"	-0.52276	-0.14416
"836"	-0.252439	-0.112644
"837"	-0.27991	-0.247435
"838"	-0.283392	-0.148474
"839"	-0.665769	-0.599455
"840"	-0.204873	-0.192329
"841"	-0.195601	0.0933875
"842"	-0.481816	-0.411611
"843"	-0.531988	-0.207863
"844"	-0.649738	-0.306116
