"V1"	"V2"
"439"	-0.415808	-0.807683
"440"	-0.249785	-0.121216
"441"	-0.451805	0.132743
"442"	0.23302	-0.637055
"443"	-0.614478	-0.591204
"444"	1.4015	-0.37484
"445"	0.200877	-0.393644
"446"	0.219622	0.207644
"447"	-0.000830026	-0.295155
"448"	-0.557188	0.665401
"449"	-0.0433261	-0.27381
"450"	-0.687253	0.393141
"451"	-0.0835506	-0.774304
"452"	-0.276692	-0.582293
"453"	-0.182517	-0.283036
"454"	-0.172019	0.180586
"455"	-0.229881	-0.541256
"456"	-0.301522	-0.109865
"457"	0.103916	-0.106283
"458"	-0.173772	-0.798051
"459"	-0.369108	-0.100507
"460"	-0.500284	-0.290432
"461"	-0.382467	-0.186465
"462"	-0.0525029	-0.631166
"463"	-0.429294	-1.0583
"464"	-1.06291	-0.716427
"465"	-0.381283	-0.599698
"466"	-0.0347554	-0.784794
"467"	-0.492143	-0.0584494
"468"	-0.481629	-0.406558
"469"	-0.131748	-0.252164
"470"	-0.887398	-0.399101
"471"	-0.461762	-0.255923
"472"	-0.0617977	-0.21614
"473"	-0.164883	-0.14998
"474"	-0.170079	-1.35065
"475"	-0.861165	-0.180382
"476"	-0.138821	0.12454
"477"	-0.396424	-0.977558
"478"	-0.430716	0.113129
"479"	-0.290922	-0.233385
"480"	-0.776137	-1.01059
"481"	-0.126706	0.0398021
"482"	-0.644607	-0.246573
"483"	-1.07283	-0.777705
"484"	-0.246983	-0.142005
"485"	-0.131038	0.146569
"486"	-0.0093722	-0.216019
"487"	-0.647063	-0.500996
"488"	-1.11588	-0.793108
"489"	0.278769	1.90347
"490"	0.243518	-0.726526
"491"	-0.310055	-0.723728
"492"	-1.20609	-0.37158
"493"	-0.949275	0.0502397
"494"	-0.306369	-0.990986
"495"	0.0278898	0.0179928
"496"	-0.0327413	-0.536784
"497"	-0.731994	-0.295629
"498"	0.681148	1.17119
"499"	-1.14921	-0.190375
"500"	-0.266529	0.206794
"501"	-0.29417	-0.228451
"502"	-0.397515	-0.558472
"503"	0.0436388	-0.909132
"504"	-0.777736	-0.100473
"505"	-0.290412	-0.10477
"506"	-0.30075	-0.602896
"507"	-0.618305	-0.658375
"508"	-1.12238	-0.25492
"509"	-0.871265	-0.797694
"510"	-0.720991	0.176468
